ID,Name,Revenue2015,Expenses2015,Profit2015,Growth2015,Revenue2014,Expenses2014,Profit2014,Growth2014,Revenue2013,Expenses2013,Profit2013
463,Berateupdates,"$7,985,018.00","$4,773,242.00","$3,211,775.00",479%,"$1,379,910.00","$832,145.00","$547,765.00",570%,"$205,957.00","$129,229.00","$76,728.00"
464,Bipedaldumbo,"$9,003,330.00","$9,897,501.00","-$894,170.00",313%,"$2,179,065.00","$2,540,143.00","-$361,078.00",,,,
465,Squeezebasement,"$6,681,594.00","$6,852,682.00","-$171,089.00",391%,"$1,362,195.00","$1,392,230.00","-$30,035.00",274%,"$364,223.00","$474,960.00","-$110,737.00"
466,Sounderfibber,"$9,727,740.00","$6,403,759.00","$3,323,980.00",281%,"$2,555,254.00","$1,933,955.00","$621,299.00",203%,"$843,318.00","$619,580.00","$223,738.00"
467,Spamfake,"$10,489,660.00","$2,991,462.00","$7,498,198.00",385%,"$2,163,324.00","$573,347.00","$1,589,977.00",288%,"$557,558.00","$123,739.00","$433,819.00"
468,Crazyclausius,"$10,699,395.00","$2,656,135.00","$8,043,260.00",518%,"$1,730,259.00","$516,160.00","$1,214,099.00",473%,"$301,965.00","$80,852.00","$221,113.00"
469,Lowdirect,"$7,112,290.00","$8,691,188.00","-$1,578,897.00",344%,"$1,602,598.00","$2,833,197.00","-$1,230,599.00",401%,"$319,880.00","$531,671.00","-$211,791.00"
470,Improvelonely,"$5,977,212.00","$462,545.00","$5,514,668.00",397%,"$1,202,221.00","$88,853.00","$1,113,368.00",286%,"$311,456.00","$26,204.00","$285,252.00"
471,Ballerpaint,"$4,675,145.00","$3,249,690.00","$1,425,456.00",376%,"$982,924.00","$735,181.00","$247,743.00",170%,"$364,046.00","$254,796.00","$109,250.00"
472,Crashingsubmitted,"$8,978,177.00","$2,824,137.00","$6,154,039.00",358%,"$1,959,117.00","$520,811.00","$1,438,306.00",54%,"$1,272,154.00","$368,355.00","$903,799.00"
473,Peskyevaluate,"$8,011,611.00","$4,284,410.00","$3,727,201.00",476%,"$1,390,891.00","$811,111.00","$579,780.00",493%,"$234,552.00","$143,547.00","$91,004.00"
474,Circinuscategory,"$9,920,255.00","$5,274,251.00","$4,646,004.00",493%,"$1,671,940.00","$708,698.00","$963,242.00",312%,"$405,811.00","$169,654.00","$236,156.00"
475,Bitwisegland,"$10,490,500.00","$4,210,466.00","$6,280,034.00",298%,"$2,637,603.00","$1,073,501.00","$1,564,102.00",,,,
476,Chestnutanorexia,"$8,333,540.00","$5,025,148.00","$3,308,392.00",477%,"$1,445,067.00","$900,761.00","$544,306.00",409%,"$283,903.00","$214,501.00","$69,402.00"
477,Waterka,"$6,140,424.00","$5,017,012.00","$1,123,412.00",235%,"$1,832,024.00","$1,741,778.00","$90,246.00",205%,"$600,664.00","$834,990.00","-$234,326.00"
478,Muttletpocket,"$10,416,309.00","$7,560,119.00","$2,856,190.00",506%,"$1,718,787.00","$990,584.00","$728,203.00",295%,"$435,136.00","$244,576.00","$190,560.00"
479,Fiercearc,"$3,765,092.00","$4,152,827.00","-$387,735.00",201%,"$1,250,153.00","$2,041,471.00","-$791,318.00",78%,"$702,333.00","$1,225,316.00","-$522,982.00"
480,Affinemisguided,"$10,834,605.00","$1,599,685.00","$9,234,920.00",307%,"$2,661,831.00","$323,960.00","$2,337,871.00",254%,"$751,930.00","$68,594.00","$683,336.00"
481,Chiselledcarpal,"$9,187,836.00","$4,351,545.00","$4,836,291.00",471%,"$1,609,985.00","$587,221.00","$1,022,764.00",301%,"$401,493.00","$165,007.00","$236,485.00"
482,Pluggedword,"$10,380,676.00","$3,107,320.00","$7,273,356.00",519%,"$1,678,322.00","$647,532.00","$1,030,790.00",467%,"$296,000.00","$122,382.00","$173,619.00"
483,Trappedvia,"$9,599,201.00","$1,907,711.00","$7,691,490.00",415%,"$1,863,230.00","$436,811.00","$1,426,419.00",298%,"$468,148.00","$148,915.00","$319,233.00"
484,Clocksgarrulous,"$10,278,001.00","$3,618,266.00","$6,659,735.00",307%,"$2,526,837.00","$991,873.00","$1,534,964.00",,,,
485,Estermourn,"$7,740,138.00","$5,303,734.00","$2,436,404.00",412%,"$1,511,033.00","$1,373,825.00","$137,208.00",272%,"$406,192.00","$313,920.00","$92,272.00"
486,Glyderrhombus,"$9,487,305.00","$4,217,203.00","$5,270,102.00",158%,"$3,675,479.00","$1,969,675.00","$1,705,804.00",164%,"$1,392,227.00","$763,410.00","$628,817.00"
487,Visitorglands,"$5,872,470.00","$6,628,489.00","-$756,019.00",286%,"$1,523,033.00","$1,998,441.00","-$475,408.00",150%,"$609,213.00","$509,447.00","$99,766.00"
488,Splashnuts,"$11,004,547.00","$3,182,829.00","$7,821,719.00",327%,"$2,580,169.00","$590,095.00","$1,990,074.00",430%,"$486,824.00","$163,238.00","$323,587.00"
489,Aldabaranbox,"$7,354,077.00","$5,230,774.00","$2,123,303.00",390%,"$1,500,899.00","$1,070,770.00","$430,129.00",321%,"$356,508.00","$279,280.00","$77,228.00"
490,Filletsstrategy,"$9,737,924.00","$2,738,355.00","$6,999,569.00",405%,"$1,928,186.00","$754,731.00","$1,173,455.00",201%,"$640,593.00","$482,921.00","$157,672.00"
491,Athleticsstriker,"$8,298,584.00","$5,587,279.00","$2,711,306.00",468%,"$1,462,229.00","$1,060,298.00","$401,931.00",454%,"$263,940.00","$267,699.00","-$3,759.00"
492,Lidarcastor,"$8,608,984.00","$1,419,812.00","$7,189,172.00",306%,"$2,122,053.00","$273,237.00","$1,848,816.00",361%,"$460,315.00","$83,388.00","$376,927.00"
493,Elderlyhair,"$8,522,265.00","$6,555,897.00","$1,966,367.00",335%,"$1,960,167.00","$992,770.00","$967,397.00",317%,"$470,064.00","$356,370.00","$113,694.00"
494,Colouredrecipe,"$8,884,717.00","$5,663,096.00","$3,221,620.00",397%,"$1,789,082.00","$815,075.00","$974,007.00",195%,"$606,468.00","$286,544.00","$319,924.00"
495,Easterntwisted,"$8,032,072.00","$4,670,258.00","$3,361,814.00",219%,"$2,519,193.00","$1,300,890.00","$1,218,304.00",117%,"$1,160,918.00","$1,118,598.00","$42,320.00"
496,Bindauthorized,"$9,444,652.00","$1,211,123.00","$8,233,529.00",409%,"$1,856,349.00","$274,359.00","$1,581,990.00",341%,"$420,941.00","$99,569.00","$321,372.00"
497,Wackparticle,"$6,265,705.00","$384,883.00","$5,880,821.00",367%,"$1,342,087.00","$77,351.00","$1,264,736.00",261%,"$371,769.00","$25,394.00","$346,375.00"
498,Pointchough,"$6,059,870.00","$4,986,520.00","$1,073,349.00",356%,"$1,328,659.00","$941,065.00","$387,594.00",,,,
499,Dewflags,"$8,844,903.00","$2,962,054.00","$5,882,849.00",281%,"$2,321,788.00","$860,182.00","$1,461,606.00",232%,"$699,334.00","$389,182.00","$310,152.00"
500,Kidneyedgalvanic,"$5,670,158.00","$2,714,317.00","$2,955,841.00",340%,"$1,288,297.00","$705,373.00","$582,924.00",,,,
501,Sootycrushing,"$12,352,262.00","$6,195,130.00","$6,157,132.00",402%,"$2,462,580.00","$1,359,998.00","$1,102,582.00",377%,"$516,264.00","$409,751.00","$106,513.00"
502,Nitrogenwoodlark,"$7,262,552.00","$2,968,768.00","$4,293,784.00",473%,"$1,268,323.00","$404,263.00","$864,060.00",,,,
503,Reelingrebel,"$7,334,119.00","$2,224,268.00","$5,109,851.00",331%,"$1,702,275.00","$404,033.00","$1,298,242.00",310%,"$415,189.00","$83,935.00","$331,254.00"
504,Cometscasting,"$5,041,969.00","$3,293,814.00","$1,748,155.00",255%,"$1,419,369.00","$1,183,485.00","$235,884.00",,,,
505,Peamuddy,"$7,933,685.00","$4,925,005.00","$3,008,680.00",200%,"$2,640,311.00","$1,281,170.00","$1,359,141.00",7%,"$2,467,580.00","$1,621,939.00","$845,641.00"
506,Proteincosines,"$8,304,318.00","$6,770,283.00","$1,534,035.00",368%,"$1,775,410.00","$1,507,414.00","$267,996.00",411%,"$347,438.00","$256,609.00","$90,829.00"
507,Gleanworn,"$10,861,214.00","$9,046,498.00","$1,814,716.00",433%,"$2,037,734.00","$1,527,797.00","$509,937.00",394%,"$412,497.00","$307,543.00","$104,954.00"
508,Thinkableexecute,"$8,826,668.00","$3,659,846.00","$5,166,822.00",326%,"$2,073,851.00","$817,040.00","$1,256,811.00",440%,"$384,046.00","$181,204.00","$202,843.00"
509,Centerbarriers,"$6,603,581.00","$2,365,704.00","$4,237,878.00",348%,"$1,475,115.00","$636,748.00","$838,367.00",246%,"$426,334.00","$132,815.00","$293,518.00"
510,Girollesjones,"$7,716,841.00","$2,603,879.00","$5,112,961.00",231%,"$2,330,813.00","$612,650.00","$1,718,163.00",189%,"$806,510.00","$190,734.00","$615,776.00"
511,Chadhelpful,"$5,462,149.00","$3,738,581.00","$1,723,568.00",295%,"$1,382,891.00","$1,031,015.00","$351,876.00",72%,"$804,006.00","$1,127,138.00","-$323,132.00"
512,Weedycavus,"$8,587,453.00","$5,405,470.00","$3,181,983.00",439%,"$1,592,645.00","$978,453.00","$614,192.00",313%,"$385,628.00","$223,558.00","$162,070.00"
513,Reliablepaver,"$16,810,051.00","$3,354,029.00","$13,456,022.00",536%,"$2,643,851.00","$566,040.00","$2,077,811.00",509%,"$434,130.00","$91,927.00","$342,203.00"
514,Kittensteller,"$12,398,856.00","$5,853,833.00","$6,545,023.00",422%,"$2,373,844.00","$1,137,478.00","$1,236,366.00",280%,"$624,696.00","$235,536.00","$389,160.00"
515,Initialbricklayer,"$8,583,182.00","$5,503,515.00","$3,079,667.00",349%,"$1,910,170.00","$1,529,803.00","$380,367.00",182%,"$677,365.00","$1,648,025.00","-$970,659.00"
516,Circlechop,"$10,067,070.00","$5,929,828.00","$4,137,243.00",456%,"$1,811,243.00","$1,335,466.00","$475,777.00",508%,"$297,902.00","$266,599.00","$31,303.00"
517,Itemswazzed,"$8,893,688.00","$1,417,656.00","$7,476,032.00",368%,"$1,899,649.00","$265,256.00","$1,634,393.00",256%,"$533,609.00","$58,268.00","$475,342.00"
518,Sparrowchorizo,"$8,163,038.00","$3,439,228.00","$4,723,810.00",480%,"$1,408,032.00","$480,148.00","$927,884.00",461%,"$250,986.00","$86,825.00","$164,161.00"
519,Forcepdark,"$7,159,824.00","$5,768,331.00","$1,391,493.00",508%,"$1,176,995.00","$1,013,207.00","$163,788.00",240%,"$346,175.00","$192,730.00","$153,445.00"
520,Corylisten,"$8,625,292.00","$7,718,966.00","$906,326.00",373%,"$1,822,766.00","$2,359,742.00","-$536,976.00",392%,"$370,481.00","$1,051,952.00","-$681,471.00"
521,Pumpkinmothers,"$9,837,182.00","$4,500,700.00","$5,336,482.00",312%,"$2,385,159.00","$1,011,887.00","$1,373,272.00",39%,"$1,715,942.00","$1,137,833.00","$578,108.00"
522,Matcapillary,"$10,056,895.00","$5,293,164.00","$4,763,731.00",343%,"$2,269,073.00","$1,088,558.00","$1,180,515.00",238%,"$671,323.00","$260,896.00","$410,427.00"
523,Presslute,"$10,618,249.00","$4,669,810.00","$5,948,439.00",407%,"$2,093,199.00","$974,316.00","$1,118,883.00",388%,"$428,934.00","$450,879.00","-$21,945.00"
524,Infieldercub,"$7,599,716.00","$1,356,438.00","$6,243,278.00",330%,"$1,768,358.00","$463,147.00","$1,305,211.00",235%,"$527,868.00","$110,806.00","$417,062.00"
525,Clapperstrict,"$12,998,017.00","$6,201,381.00","$6,796,635.00",434%,"$2,434,312.00","$1,608,564.00","$825,748.00",564%,"$366,613.00","$201,388.00","$165,225.00"
526,Latvianemployment,"$7,914,059.00","$1,729,823.00","$6,184,235.00",344%,"$1,780,714.00","$313,595.00","$1,467,119.00",,,,
527,Isstreets,"$8,125,954.00","$2,355,700.00","$5,770,254.00",458%,"$1,455,716.00","$299,861.00","$1,155,855.00",426%,"$276,752.00","$80,779.00","$195,973.00"
528,Wealthabounding,"$5,463,765.00","$2,191,140.00","$3,272,625.00",402%,"$1,089,461.00","$524,536.00","$564,925.00",428%,"$206,337.00","$141,805.00","$64,533.00"
529,Cleavagesling,"$12,902,156.00","$1,267,422.00","$11,634,734.00",373%,"$2,727,160.00","$270,396.00","$2,456,764.00",297%,"$686,942.00","$100,961.00","$585,981.00"
530,Laboredshocked,"$12,010,460.00","$1,876,606.00","$10,133,854.00",233%,"$3,607,377.00","$542,927.00","$3,064,450.00",407%,"$711,514.00","$133,462.00","$578,052.00"
531,Appaloosasmiling,"$10,744,688.00","$4,750,543.00","$5,994,145.00",598%,"$1,539,906.00","$574,809.00","$965,097.00",662%,"$202,087.00","$86,860.00","$115,227.00"
532,Wimpleddrift,"$8,836,312.00","$4,138,632.00","$4,697,680.00",769%,"$1,016,714.00","$579,766.00","$436,948.00",750%,"$119,613.00","$67,902.00","$51,711.00"
533,Clasticmach,"$10,501,869.00","$968,518.00","$9,533,351.00",448%,"$1,914,851.00","$175,795.00","$1,739,056.00",,,,
534,Moldsare,"$8,527,366.00","$5,442,957.00","$3,084,409.00",435%,"$1,594,358.00","$1,011,375.00","$582,983.00",450%,"$289,883.00","$168,576.00","$121,307.00"
535,Expandcostgullible,"$9,164,883.00","$7,237,383.00","$1,927,499.00",210%,"$2,957,856.00","$2,687,697.00","$270,159.00",195%,"$1,002,663.00","$704,543.00","$298,120.00"
536,Hypergalaxypegasus,"$9,127,759.00","$2,005,195.00","$7,122,563.00",392%,"$1,854,007.00","$370,522.00","$1,483,485.00",196%,"$626,354.00","$101,122.00","$525,232.00"
537,Snashacceptor,"$8,328,300.00","$5,775,684.00","$2,552,616.00",462%,"$1,481,608.00","$1,094,792.00","$386,816.00",229%,"$450,337.00","$319,876.00","$130,461.00"
538,Famousknucklehead,"$9,996,205.00","$5,010,013.00","$4,986,192.00",438%,"$1,856,659.00","$1,415,584.00","$441,075.00",327%,"$434,815.00","$251,067.00","$183,748.00"
539,Collarbonebad,"$9,426,850.00","$3,974,950.00","$5,451,900.00",298%,"$2,365,970.00","$970,713.00","$1,395,257.00",212%,"$758,324.00","$8,899,015.00","-$8,140,691.00"
540,Cateredsweep,"$9,867,522.00","$3,545,234.00","$6,322,288.00",316%,"$2,373,442.00","$746,267.00","$1,627,175.00",291%,"$607,018.00","$242,130.00","$364,888.00"
541,Rageenvious,"$7,501,734.00","$3,330,829.00","$4,170,905.00",455%,"$1,351,866.00","$598,539.00","$753,327.00",324%,"$318,836.00","$98,525.00","$220,311.00"
542,Rowsitem,"$7,323,171.00","$4,126,472.00","$3,196,699.00",493%,"$1,235,964.00","$723,203.00","$512,761.00",,,,
543,Falterfeline,"$8,221,812.00","$4,104,331.00","$4,117,482.00",447%,"$1,504,196.00","$801,077.00","$703,119.00",400%,"$300,839.00","$209,261.00","$91,578.00"
544,Rinkmusic,"$11,533,498.00","$7,331,421.00","$4,202,077.00",430%,"$2,174,255.00","$1,040,330.00","$1,133,925.00",279%,"$573,682.00","$522,266.00","$51,417.00"
545,Positiveneptunium,"$7,708,852.00","$6,223,234.00","$1,485,618.00",277%,"$2,044,938.00","$1,250,099.00","$794,839.00",186%,"$715,013.00","$813,235.00","-$98,221.00"
546,Scoreboardchaos,"$8,595,812.00","$7,065,343.00","$1,530,468.00",372%,"$1,822,029.00","$1,263,219.00","$558,810.00",235%,"$543,889.00","$388,311.00","$155,579.00"
547,Stimulusbison,"$7,646,748.00","$4,620,773.00","$3,025,975.00",406%,"$1,512,557.00","$945,919.00","$566,638.00",409%,"$297,162.00","$191,009.00","$106,154.00"
548,Landmarksbutters,"$8,330,996.00","$4,086,523.00","$4,244,473.00",486%,"$1,420,903.00","$881,104.00","$539,799.00",488%,"$241,650.00","$158,689.00","$82,961.00"
549,Picklescrudivore,"$9,295,571.00","$563,500.00","$8,732,071.00",329%,"$2,166,334.00","$136,118.00","$2,030,216.00",161%,"$830,013.00","$53,065.00","$776,948.00"
550,Pausehydrocarbon,"$6,759,409.00","$2,250,022.00","$4,509,387.00",345%,"$1,519,879.00","$495,026.00","$1,024,853.00",259%,"$423,365.00","$215,591.00","$207,774.00"
551,Neodymiumscandalous,"$8,022,421.00","$4,248,247.00","$3,774,174.00",330%,"$1,865,880.00","$921,413.00","$944,467.00",240%,"$548,788.00","$460,709.00","$88,079.00"
552,Februaryvanadium,"$7,775,650.00","$5,531,004.00","$2,244,646.00",305%,"$1,922,231.00","$3,680,615.00","-$1,758,384.00",153%,"$759,775.00","$9,799,635.00","-$9,039,860.00"
553,Holdelongation,"$10,885,081.00","$4,794,984.00","$6,090,097.00",404%,"$2,159,357.00","$810,212.00","$1,349,145.00",526%,"$344,945.00","$123,507.00","$221,438.00"
554,Avogadroethanoate,"$10,926,954.00","$4,191,046.00","$6,735,908.00",351%,"$2,423,022.00","$1,223,653.00","$1,199,369.00",150%,"$969,209.00","$311,709.00","$657,500.00"
555,Assuredcarbon,"$9,401,138.00","$6,368,407.00","$3,032,731.00",474%,"$1,637,533.00","$775,176.00","$862,358.00",331%,"$379,938.00","$144,810.00","$235,128.00"
556,Indignantant,"$8,744,404.00","$2,803,618.00","$5,940,786.00",383%,"$1,809,294.00","$627,323.00","$1,181,971.00",241%,"$530,585.00","$171,821.00","$358,763.00"
557,Annoyhog,"$12,729,198.00","$5,494,847.00","$7,234,351.00",337%,"$2,909,536.00","$803,554.00","$2,105,982.00",162%,"$1,110,510.00","$268,731.00","$841,779.00"
558,Dingalingflee,"$10,896,887.00","$6,187,326.00","$4,709,561.00",127%,"$4,791,541.00","$2,473,625.00","$2,317,916.00",67%,"$2,869,186.00","$8,946,964.00","-$6,077,778.00"
559,Sawbeloved,"$8,609,334.00","$3,173,019.00","$5,436,315.00",437%,"$1,602,638.00","$610,603.00","$992,035.00",496%,"$268,899.00","$85,081.00","$183,818.00"
560,Equalityshape,"$6,324,593.00","$7,220,455.00","-$895,862.00",495%,"$1,063,559.00","$1,285,438.00","-$221,879.00",454%,"$191,978.00","$241,603.00","-$49,625.00"
561,Kestrelpumpion,"$7,023,857.00","$6,453,820.00","$570,037.00",351%,"$1,557,346.00","$1,784,626.00","-$227,280.00",403%,"$309,612.00","$451,631.00","-$142,019.00"
562,Mathassertive,"$5,804,178.00","$3,549,635.00","$2,254,543.00",407%,"$1,145,910.00","$570,764.00","$575,146.00",489%,"$194,552.00","$94,330.00","$100,222.00"
563,Annoyingsmack,"$11,835,820.00","$3,315,406.00","$8,520,414.00",446%,"$2,168,830.00","$480,790.00","$1,688,040.00",302%,"$539,510.00","$357,111.00","$182,399.00"
564,Cockamamieergot,"$7,914,631.00","$6,333,865.00","$1,580,766.00",304%,"$1,958,525.00","$2,226,972.00","-$268,447.00",312%,"$475,370.00","$613,625.00","-$138,255.00"
565,Wightmuon,"$6,773,124.00","$7,957,743.00","-$1,184,619.00",552%,"$1,039,252.00","$1,243,227.00","-$203,975.00",425%,"$197,953.00","$332,455.00","-$134,502.00"
566,Optimismexterior,"$8,427,020.00","$4,316,632.00","$4,110,388.00",490%,"$1,427,809.00","$593,464.00","$834,345.00",528%,"$227,358.00","$114,661.00","$112,697.00"
567,Exteriorknowing,"$5,331,296.00","$3,770,865.00","$1,560,431.00",281%,"$1,399,691.00","$1,016,618.00","$383,073.00",237%,"$415,339.00","$254,302.00","$161,036.00"
568,Sireunit,"$9,827,577.00","$4,747,817.00","$5,079,760.00",363%,"$2,123,700.00","$1,013,518.00","$1,110,182.00",434%,"$397,697.00","$203,934.00","$193,762.00"
569,Shovelerablaze,"$6,014,864.00","$3,570,801.00","$2,444,063.00",378%,"$1,257,400.00","$778,659.00","$478,741.00",271%,"$338,922.00","$211,252.00","$127,670.00"
570,Taskspuzzled,"$9,867,551.00","$2,605,135.00","$7,262,416.00",432%,"$1,853,464.00","$395,684.00","$1,457,780.00",450%,"$336,993.00","$85,021.00","$251,973.00"
571,Posseratty,"$9,361,118.00","$1,450,080.00","$7,911,037.00",427%,"$1,776,888.00","$352,085.00","$1,424,803.00",,,,
572,Houryounger,"$5,356,147.00","$5,239,406.00","$116,741.00",312%,"$1,301,181.00","$869,354.00","$431,827.00",219%,"$407,894.00","$383,860.00","$24,034.00"
573,Freezehouses,"$8,062,368.00","$4,786,821.00","$3,275,546.00",341%,"$1,829,078.00","$1,014,172.00","$814,906.00",333%,"$422,420.00","$493,289.00","-$70,869.00"
574,Damedash,"$5,215,835.00","$5,877,333.00","-$661,498.00",561%,"$788,669.00","$1,100,864.00","-$312,195.00",449%,"$143,656.00","$197,780.00","-$54,124.00"
575,Valvespoon,"$7,290,681.00","$4,411,425.00","$2,879,256.00",436%,"$1,361,223.00","$881,296.00","$479,927.00",182%,"$482,703.00","$241,150.00","$241,554.00"
576,Weepingwhisky,"$9,779,555.00","$4,950,689.00","$4,828,866.00",302%,"$2,433,685.00","$1,092,557.00","$1,341,128.00",319%,"$580,832.00","$389,796.00","$191,036.00"
577,Gianttempting,"$7,713,148.00","$6,486,427.00","$1,226,721.00",282%,"$2,017,226.00","$1,060,663.00","$956,563.00",321%,"$479,151.00","$197,181.00","$281,970.00"
578,Vacuolesonerous,"$7,747,378.00","$5,198,669.00","$2,548,708.00",358%,"$1,693,211.00","$872,914.00","$820,297.00",284%,"$440,940.00","$185,261.00","$255,679.00"
579,Winepizz,"$7,712,287.00","$5,307,274.00","$2,405,013.00",283%,"$2,013,147.00","$903,805.00","$1,109,342.00",243%,"$586,923.00","$275,062.00","$311,862.00"
580,Representpoppysmic,"$7,143,212.00","$2,901,233.00","$4,241,980.00",429%,"$1,350,373.00","$486,946.00","$863,427.00",376%,"$283,692.00","$110,589.00","$173,103.00"
581,Christiecountry,"$6,810,094.00","$3,876,644.00","$2,933,450.00",449%,"$1,239,487.00","$582,279.00","$657,208.00",349%,"$276,055.00","$149,561.00","$126,494.00"
582,Frillyshaving,"$8,860,540.00","$2,442,826.00","$6,417,715.00",439%,"$1,642,776.00","$469,393.00","$1,173,383.00",472%,"$287,199.00","$68,879.00","$218,320.00"
583,Clawasked,"$10,883,703.00","$5,267,075.00","$5,616,628.00",336%,"$2,494,547.00","$851,428.00","$1,643,119.00",173%,"$913,753.00","$576,058.00","$337,695.00"
584,Formulasbreathless,"$10,683,527.00","$5,310,234.00","$5,373,293.00",411%,"$2,090,145.00","$1,008,830.00","$1,081,315.00",335%,"$480,493.00","$168,699.00","$311,794.00"
585,Crystringed,"$10,245,078.00","$3,649,280.00","$6,595,799.00",421%,"$1,965,048.00","$543,577.00","$1,421,471.00",,,,
586,Exactmunch,"$4,723,332.00","$6,956,849.00","-$2,233,516.00",372%,"$999,755.00","$1,334,380.00","-$334,625.00",503%,"$165,797.00","$222,635.00","-$56,838.00"
587,Fatsodean,"$8,462,731.00","$5,835,514.00","$2,627,217.00",449%,"$1,541,803.00","$968,088.00","$573,715.00",402%,"$307,132.00","$150,168.00","$156,964.00"
588,Scarygout,"$7,819,708.00","$5,553,767.00","$2,265,941.00",509%,"$1,283,616.00","$1,115,871.00","$167,745.00",502%,"$213,225.00","$164,431.00","$48,794.00"
589,Delaycarriage,"$10,172,151.00","$3,694,395.00","$6,477,755.00",527%,"$1,621,133.00","$431,590.00","$1,189,543.00",464%,"$287,435.00","$80,505.00","$206,930.00"
590,Fatcoffle,"$9,274,105.00","$4,829,430.00","$4,444,675.00",165%,"$3,500,987.00","$1,668,417.00","$1,832,570.00",156%,"$1,367,573.00","$597,382.00","$770,191.00"
591,Charlesresearcher,"$7,156,172.00","$5,174,937.00","$1,981,235.00",405%,"$1,415,794.00","$1,001,385.00","$414,409.00",236%,"$421,367.00","$313,447.00","$107,920.00"
592,Adarabarr,"$8,315,626.00","$1,791,180.00","$6,524,445.00",347%,"$1,858,715.00","$582,456.00","$1,276,259.00",363%,"$401,450.00","$125,817.00","$275,633.00"
593,Fowlwagger,"$12,011,988.00","$3,177,854.00","$8,834,134.00",260%,"$3,335,547.00","$698,958.00","$2,636,589.00",156%,"$1,302,948.00","$290,459.00","$1,012,489.00"
594,Receivedhorn,"$11,460,205.00","$5,078,322.00","$6,381,883.00",307%,"$2,816,481.00","$1,811,782.00","$1,004,699.00",,,,
595,Decoratorsdecipher,"$8,982,358.00","$3,820,511.00","$5,161,847.00",251%,"$2,560,370.00","$771,499.00","$1,788,871.00",156%,"$1,000,145.00","$436,184.00","$563,961.00"
596,Curlgadolinium,"$11,609,079.00","$6,045,030.00","$5,564,049.00",553%,"$1,777,171.00","$857,174.00","$919,997.00",662%,"$233,225.00","$120,982.00","$112,242.00"
597,Ima,"$11,521,257.00","$4,314,708.00","$7,206,549.00",427%,"$2,184,442.00","$718,225.00","$1,466,217.00",371%,"$463,788.00","$183,384.00","$280,404.00"
598,Semipermeability,"$8,928,801.00","$256,985.00","$8,671,816.00",318%,"$2,138,423.00","$52,871.00","$2,085,552.00",190%,"$737,387.00","$63,252.00","$674,135.00"
599,Hydrolytic,"$10,172,365.00","$5,976,989.00","$4,195,376.00",228%,"$3,097,777.00","$1,277,875.00","$1,819,902.00",161%,"$1,186,888.00","$811,721.00","$375,167.00"
600,Delusive,"$7,760,145.00","$3,252,916.00","$4,507,229.00",136%,"$3,288,105.00","$1,700,474.00","$1,587,631.00",,,,
601,Unconsoling,"$11,561,482.00","$1,735,277.00","$9,826,206.00",294%,"$2,931,436.00","$596,782.00","$2,334,654.00",328%,"$684,915.00","$247,193.00","$437,722.00"
602,Lipped,"$8,275,051.00","$2,682,894.00","$5,592,158.00",412%,"$1,616,920.00","$430,469.00","$1,186,451.00",514%,"$263,342.00","$84,657.00","$178,685.00"
603,Sweater,"$9,127,416.00","$3,014,081.00","$6,113,335.00",346%,"$2,044,672.00","$565,219.00","$1,479,453.00",,,,
604,Interpaving,"$11,765,508.00","$3,344,672.00","$8,420,836.00",351%,"$2,606,727.00","$823,895.00","$1,782,832.00",429%,"$492,765.00","$283,976.00","$208,789.00"
605,Chenopod,"$8,699,080.00","$3,620,494.00","$5,078,585.00",470%,"$1,526,707.00","$545,119.00","$981,588.00",369%,"$325,524.00","$130,299.00","$195,224.00"
606,Epiphyll,"$8,284,587.00","$893,845.00","$7,390,742.00",324%,"$1,952,596.00","$297,064.00","$1,655,532.00",361%,"$423,557.00","$65,342.00","$358,215.00"
607,Age,"$12,386,572.00","$4,138,972.00","$8,247,600.00",427%,"$2,348,654.00","$967,533.00","$1,381,121.00",354%,"$517,325.00","$195,537.00","$321,788.00"
608,Hiding,"$8,525,469.00","$4,431,489.00","$4,093,980.00",352%,"$1,886,212.00","$931,217.00","$954,995.00",,,,
609,Pyretic,"$9,633,734.00","$4,532,744.00","$5,100,990.00",377%,"$2,020,676.00","$844,805.00","$1,175,871.00",427%,"$383,430.00","$167,892.00","$215,538.00"
610,Clupeoid,"$8,340,094.00","$4,397,741.00","$3,942,353.00",311%,"$2,029,016.00","$877,728.00","$1,151,288.00",242%,"$593,280.00","$198,389.00","$394,890.00"
611,Beetleheaded,"$8,109,837.00","$4,971,120.00","$3,138,717.00",534%,"$1,279,155.00","$843,689.00","$435,466.00",393%,"$259,463.00","$155,054.00","$104,409.00"
612,Preworthy,"$9,845,857.00","$4,895,202.00","$4,950,655.00",309%,"$2,407,715.00","$983,091.00","$1,424,624.00",93%,"$1,247,521.00","$869,462.00","$378,058.00"
613,Fraternal,"$8,811,825.00","$4,665,587.00","$4,146,237.00",447%,"$1,610,095.00","$1,126,448.00","$483,647.00",275%,"$429,359.00","$393,114.00","$36,245.00"
614,Falbala,"$13,880,376.00","$6,266,037.00","$7,614,339.00",352%,"$3,073,980.00","$1,381,235.00","$1,692,745.00",477%,"$532,752.00","$239,999.00","$292,754.00"
615,Pomiculturist,"$6,040,353.00","$7,221,104.00","-$1,180,751.00",476%,"$1,048,214.00","$956,442.00","$91,772.00",422%,"$200,807.00","$215,933.00","-$15,126.00"
